id,address_line_1,city,state,postal_code,country_code,created_at
addr-f7989645-3a12-42f6-a926-2a7388aeb297,314 Jaffle Street,Portland,OR,90214,US,2024-08-01T00:00:00
addr-3bfe5d2b-8ab3-473f-b56c-cdd86fff8877,315 Jaffle Street,Seattle,WA,90215,US,2024-08-01T00:00:00
addr-bbce772f-b9b7-49f2-b79e-fa5d953ced6b,316 Jaffle Street,Austin,TX,90216,US,2024-08-01T00:00:00
addr-5da6ee93-0365-4464-849c-cba666614c05,317 Jaffle Street,Denver,CO,90217,US,2024-08-01T00:00:00
addr-f4c4994a-5a77-4a2f-902b-4f69c22ccee3,318 Jaffle Street,Portland,OR,90218,US,2024-08-01T00:00:00
addr-19fee9df-73a9-41e9-9777-18d2a79ab8b4,319 Jaffle Street,Seattle,WA,90219,US,2024-08-01T00:00:00
addr-d6cf7caa-9dd8-48c6-b4ee-5a02f62bb280,320 Jaffle Street,Austin,TX,90220,US,2024-08-01T00:00:00
addr-04edb858-b8d9-455a-a1f2-f236df11a91f,321 Jaffle Street,Denver,CO,90221,US,2024-08-01T00:00:00
addr-94a6d963-227a-4d07-92a6-0bb60ebd66e6,322 Jaffle Street,Portland,OR,90222,US,2024-08-01T00:00:00
addr-627b564c-f368-4634-b7f8-d7e1c5ee980a,323 Jaffle Street,Seattle,WA,90223,US,2024-08-01T00:00:00
addr-72492cee-bfcb-4501-9a63-5afe45f5215a,324 Jaffle Street,Austin,TX,90224,US,2024-08-01T00:00:00
addr-bb0bc182-b8f7-4f26-b794-dca522dd4cec,325 Jaffle Street,Denver,CO,90225,US,2024-08-01T00:00:00
addr-387603c1-d2a6-475e-ab4c-9ba7aa78bb27,326 Jaffle Street,Portland,OR,90226,US,2024-08-01T00:00:00
addr-125d87d5-a36a-4f4e-865c-3122386e88ca,327 Jaffle Street,Seattle,WA,90227,US,2024-08-01T00:00:00
addr-bde10f4a-86e5-45d2-b176-3ec1222265c1,328 Jaffle Street,Austin,TX,90228,US,2024-08-01T00:00:00
addr-ead66f31-3437-42c5-9145-8281898ce326,329 Jaffle Street,Denver,CO,90229,US,2024-08-01T00:00:00
addr-b91c4cbb-67d6-4515-b897-dd13e44c1101,330 Jaffle Street,Portland,OR,90230,US,2024-08-01T00:00:00
addr-adf0d9db-c6a0-4226-a93f-30482ccd9d28,331 Jaffle Street,Seattle,WA,90231,US,2024-08-01T00:00:00
addr-34a7e239-a098-4105-a6ab-b1a2c1c1c160,332 Jaffle Street,Austin,TX,90232,US,2024-08-01T00:00:00
addr-438d7ce2-8d55-49cd-ab64-d781e25abb9e,333 Jaffle Street,Denver,CO,90233,US,2024-08-01T00:00:00
addr-36df5a68-777a-4824-9342-f7f557e872ba,334 Jaffle Street,Portland,OR,90234,US,2024-08-01T00:00:00
addr-ed7f8737-2c99-408f-afd0-f91c740e414c,335 Jaffle Street,Seattle,WA,90235,US,2024-08-01T00:00:00
addr-a1be3ec3-e6d6-43ba-8011-02ffe7491e78,336 Jaffle Street,Austin,TX,90236,US,2024-08-01T00:00:00
addr-848c50eb-5e2a-4b53-b6b9-751bfad107b7,337 Jaffle Street,Denver,CO,90237,US,2024-08-01T00:00:00
addr-017413ff-58e5-4097-93e6-84f98038b20b,338 Jaffle Street,Portland,OR,90238,US,2024-08-01T00:00:00
addr-367f1e9a-938e-4d15-8ec1-50ce91fef6ce,339 Jaffle Street,Seattle,WA,90239,US,2024-08-01T00:00:00
addr-fa08fd03-3569-400d-9d63-e8ae15712195,340 Jaffle Street,Austin,TX,90240,US,2024-08-01T00:00:00
addr-52ecad80-29ad-4b94-8e45-82007ac63dba,341 Jaffle Street,Denver,CO,90241,US,2024-08-01T00:00:00
addr-ff29ece6-95da-4800-acd2-b14950a339dd,342 Jaffle Street,Portland,OR,90242,US,2024-08-01T00:00:00
addr-03a59f85-596f-4b87-9ab3-5f1a84f37beb,343 Jaffle Street,Seattle,WA,90243,US,2024-08-01T00:00:00
addr-53dda453-796e-4167-b482-7449bd52694f,344 Jaffle Street,Austin,TX,90244,US,2024-08-01T00:00:00
addr-f35eb7b6-1b25-433b-90b5-29212b72f6e2,345 Jaffle Street,Denver,CO,90245,US,2024-08-01T00:00:00
addr-28a5a7b8-b34b-47a6-91f7-8e384d6b6f59,346 Jaffle Street,Portland,OR,90246,US,2024-08-01T00:00:00
addr-3f78077b-93c7-4c4e-8976-f16cb11cfcfc,347 Jaffle Street,Seattle,WA,90247,US,2024-08-01T00:00:00
addr-efc6a229-f984-41c8-b741-83d9a46c5fd1,348 Jaffle Street,Austin,TX,90248,US,2024-08-01T00:00:00
addr-8f40d15b-7ab5-4fdb-b9a0-767514af456f,349 Jaffle Street,Denver,CO,90249,US,2024-08-01T00:00:00
addr-41653b96-0020-4b26-86da-cb8f9aac99a0,350 Jaffle Street,Portland,OR,90250,US,2024-08-01T00:00:00
addr-2dc965e2-d3fc-4bc8-a118-d1636dbfe8c5,351 Jaffle Street,Seattle,WA,90251,US,2024-08-01T00:00:00
addr-2ef9867e-e76c-4d07-8089-7935ba03ca03,352 Jaffle Street,Austin,TX,90252,US,2024-08-01T00:00:00
addr-6bb3949d-b446-4beb-bcc9-01846e7ef85f,353 Jaffle Street,Denver,CO,90253,US,2024-08-01T00:00:00
addr-04b679f3-0691-47bc-975a-fdac41f52db4,354 Jaffle Street,Portland,OR,90254,US,2024-08-01T00:00:00
addr-4b503eb1-da2e-4115-8f64-b4dc888db448,355 Jaffle Street,Seattle,WA,90255,US,2024-08-01T00:00:00
addr-90249383-3427-4005-a185-d20f5542dae5,356 Jaffle Street,Austin,TX,90256,US,2024-08-01T00:00:00
addr-058a019d-da8d-434a-8e8b-621c3b214928,357 Jaffle Street,Denver,CO,90257,US,2024-08-01T00:00:00
addr-598904ac-fa48-43af-8fe9-41388451ae53,358 Jaffle Street,Portland,OR,90258,US,2024-08-01T00:00:00
addr-2068f48f-4c39-4084-81d1-95af149d8547,359 Jaffle Street,Seattle,WA,90259,US,2024-08-01T00:00:00
addr-dec2b1be-3447-4044-b4e3-17848dfd390e,360 Jaffle Street,Austin,TX,90260,US,2024-08-01T00:00:00
addr-6b9cd81e-126c-4c53-b6b5-575d78951256,361 Jaffle Street,Denver,CO,90261,US,2024-08-01T00:00:00
addr-0e7b96a0-3300-42a0-b46a-0376d91610eb,362 Jaffle Street,Portland,OR,90262,US,2024-08-01T00:00:00
addr-33a6f9f2-9265-47a5-ab40-37c29c87ed07,363 Jaffle Street,Seattle,WA,90263,US,2024-08-01T00:00:00
addr-3fa371d4-77dd-4e91-9a2f-86801b001903,364 Jaffle Street,Austin,TX,90264,US,2024-08-01T00:00:00
addr-2977486c-8467-4a72-a290-db87a9022320,365 Jaffle Street,Denver,CO,90265,US,2024-08-01T00:00:00
addr-2251b079-d6df-4d71-bd74-d2a00e841a9d,366 Jaffle Street,Portland,OR,90266,US,2024-08-01T00:00:00
addr-26b9f21d-cabb-40f3-b28e-71549d01a6e1,367 Jaffle Street,Seattle,WA,90267,US,2024-08-01T00:00:00
addr-1fcec697-8153-4717-a361-5a4257e0c9b7,368 Jaffle Street,Austin,TX,90268,US,2024-08-01T00:00:00
addr-d477b62b-46ba-4eaa-a26a-8e3d43ea5a28,369 Jaffle Street,Denver,CO,90269,US,2024-08-01T00:00:00
addr-55ae024c-4a5e-49d8-be84-2f493dc83880,370 Jaffle Street,Portland,OR,90270,US,2024-08-01T00:00:00
addr-71972ade-a5de-461b-aac8-49774ccb1a4a,371 Jaffle Street,Seattle,WA,90271,US,2024-08-01T00:00:00
addr-a6e1b4c7-24c0-48ca-96ee-6d0a46348a82,372 Jaffle Street,Austin,TX,90272,US,2024-08-01T00:00:00
addr-bab8979a-8cd9-477b-bbd7-2e1dbab88437,373 Jaffle Street,Denver,CO,90273,US,2024-08-01T00:00:00
addr-b8ccafb8-eae9-4e35-beb2-afbc3cb9690c,374 Jaffle Street,Portland,OR,90274,US,2024-08-01T00:00:00
addr-f24f29fa-33e9-41e2-8965-ac4e39be3919,375 Jaffle Street,Seattle,WA,90275,US,2024-08-01T00:00:00
addr-59292cdf-6314-4444-aee9-45a78c76dcbe,376 Jaffle Street,Austin,TX,90276,US,2024-08-01T00:00:00
addr-47ac22ab-9718-46c4-ac3b-e6473f31a413,377 Jaffle Street,Denver,CO,90277,US,2024-08-01T00:00:00
addr-af16d888-ff4c-4c16-a2f8-9e2a3a9677c7,378 Jaffle Street,Portland,OR,90278,US,2024-08-01T00:00:00
addr-7bd64d99-cfe2-4e61-aed9-8b6f3d410468,379 Jaffle Street,Seattle,WA,90279,US,2024-08-01T00:00:00
addr-2aaf9fc4-0801-4163-8cc8-39558682f704,380 Jaffle Street,Austin,TX,90280,US,2024-08-01T00:00:00
addr-7e06ea60-a336-46ee-a77d-ca114267af0d,381 Jaffle Street,Denver,CO,90281,US,2024-08-01T00:00:00
addr-8aff4c2d-48b5-4b85-bf21-20ad95d18b6c,382 Jaffle Street,Portland,OR,90282,US,2024-08-01T00:00:00
addr-13ae1187-ebff-4588-bbf0-db26b1bbb598,383 Jaffle Street,Seattle,WA,90283,US,2024-08-01T00:00:00
addr-b4eb2e6a-e0ab-46b4-8a7a-cb2e92d8e009,384 Jaffle Street,Austin,TX,90284,US,2024-08-01T00:00:00
addr-167ce993-af12-4071-a5cb-fb3f09045741,385 Jaffle Street,Denver,CO,90285,US,2024-08-01T00:00:00
addr-358fc32a-8446-4c62-b4a1-92b145a689e8,386 Jaffle Street,Portland,OR,90286,US,2024-08-01T00:00:00
addr-8cef9627-37e9-4bad-a5d7-69f87f291c90,387 Jaffle Street,Seattle,WA,90287,US,2024-08-01T00:00:00
addr-8d5d45b6-2bf0-4380-85a0-b73fcbc86e94,388 Jaffle Street,Austin,TX,90288,US,2024-08-01T00:00:00
addr-43317971-4c76-44db-9b97-011579286ea5,389 Jaffle Street,Denver,CO,90289,US,2024-08-01T00:00:00
addr-ef7f92e8-2f80-4e44-9e56-9ee276819791,390 Jaffle Street,Portland,OR,90290,US,2024-08-01T00:00:00
addr-6d24a27b-89f9-4e69-8c83-6f87ce5b6d33,391 Jaffle Street,Seattle,WA,90291,US,2024-08-01T00:00:00
addr-e8e92a9f-bec3-4873-951c-b05d0fe37715,392 Jaffle Street,Austin,TX,90292,US,2024-08-01T00:00:00
addr-7b971d80-7566-4bfa-93b7-b87270c4b732,393 Jaffle Street,Denver,CO,90293,US,2024-08-01T00:00:00
addr-d5e5a6a6-cb8d-4d62-8551-298dee7f1f9f,394 Jaffle Street,Portland,OR,90294,US,2024-08-01T00:00:00
addr-6058494e-8390-41a7-9c1b-182902dda8db,395 Jaffle Street,Seattle,WA,90295,US,2024-08-01T00:00:00
addr-09a354a5-a7cb-4687-8a52-c4a71feba0d2,396 Jaffle Street,Austin,TX,90296,US,2024-08-01T00:00:00
addr-64fec69e-52e2-471f-9fbc-7a8e33f991bd,397 Jaffle Street,Denver,CO,90297,US,2024-08-01T00:00:00
addr-0327ed4c-b4a3-4746-9221-3bb172a05c50,398 Jaffle Street,Portland,OR,90298,US,2024-08-01T00:00:00
addr-35bb651c-499f-433f-b5af-b793b285e727,399 Jaffle Street,Seattle,WA,90299,US,2024-08-01T00:00:00
addr-e6e0c2ef-00b6-4d38-a129-32d4aa4e795d,400 Jaffle Street,Austin,TX,90300,US,2024-08-01T00:00:00
addr-1fcfe435-1e78-4646-a517-19906c49735a,401 Jaffle Street,Denver,CO,90301,US,2024-08-01T00:00:00
addr-bd463573-d217-4411-9ac0-8b72bd7609cd,402 Jaffle Street,Portland,OR,90302,US,2024-08-01T00:00:00
addr-3f5140d0-d9ef-4655-a6ab-69e5e6921143,403 Jaffle Street,Seattle,WA,90303,US,2024-08-01T00:00:00
addr-e039c2ef-fe4c-4d60-97ee-99d043299f0e,404 Jaffle Street,Austin,TX,90304,US,2024-08-01T00:00:00
addr-72fd6924-b954-4c8f-9c0b-2545d0efe53b,405 Jaffle Street,Denver,CO,90305,US,2024-08-01T00:00:00
addr-ae6e644d-c310-4f23-84dc-5063fc2e2953,406 Jaffle Street,Portland,OR,90306,US,2024-08-01T00:00:00
addr-341da637-6927-4a64-8183-13ec96005b5f,407 Jaffle Street,Seattle,WA,90307,US,2024-08-01T00:00:00
addr-3455f0ff-3219-4cd9-acd8-091f34518293,408 Jaffle Street,Austin,TX,90308,US,2024-08-01T00:00:00
addr-40c4aa0f-6d19-4084-820c-5764f87d9184,409 Jaffle Street,Denver,CO,90309,US,2024-08-01T00:00:00
addr-257291a7-c562-45b7-9229-49a527229518,410 Jaffle Street,Portland,OR,90310,US,2024-08-01T00:00:00
addr-795d2b23-6186-4d66-beb4-690083c579a2,411 Jaffle Street,Seattle,WA,90311,US,2024-08-01T00:00:00
addr-0f8ab48c-b1fa-4600-9712-1bc2a02d8f45,412 Jaffle Street,Austin,TX,90312,US,2024-08-01T00:00:00
addr-22a4c19e-c3ff-455d-8a3b-d4a9bd6b8334,413 Jaffle Street,Denver,CO,90313,US,2024-08-01T00:00:00
addr-13b24541-2c78-41cb-a6b6-e8713ab9a16f,414 Jaffle Street,Portland,OR,90314,US,2024-08-01T00:00:00
addr-5d24b6bc-2eea-4766-a11d-b0aed43f038a,415 Jaffle Street,Seattle,WA,90315,US,2024-08-01T00:00:00
addr-b5b5a474-4e05-47bf-b9a2-872e5dc9a328,416 Jaffle Street,Austin,TX,90316,US,2024-08-01T00:00:00
addr-9c98b2d4-f4f3-440f-b28d-0e1ca7a152a5,417 Jaffle Street,Denver,CO,90317,US,2024-08-01T00:00:00
addr-c64e9b29-2c3f-4a02-bf80-175c5a980c92,418 Jaffle Street,Portland,OR,90318,US,2024-08-01T00:00:00
addr-4cd79f83-9fc7-43e4-a4c1-89402b7124e1,419 Jaffle Street,Seattle,WA,90319,US,2024-08-01T00:00:00
addr-f78c30cb-fcda-4209-9aea-0ae7ce4f7b81,420 Jaffle Street,Austin,TX,90320,US,2024-08-01T00:00:00
addr-5bc5dd9e-3670-4c84-be25-41eace68a711,421 Jaffle Street,Denver,CO,90321,US,2024-08-01T00:00:00
addr-a0f290f7-884a-4d5d-b502-f43702abb2db,422 Jaffle Street,Portland,OR,90322,US,2024-08-01T00:00:00
addr-9ede5407-362e-465c-a234-482e1f2411c1,423 Jaffle Street,Seattle,WA,90323,US,2024-08-01T00:00:00
addr-ab833d6f-87cf-4229-a1f8-707b52a55e5e,424 Jaffle Street,Austin,TX,90324,US,2024-08-01T00:00:00
addr-66dda3b2-66cf-4b2b-90b2-91abe28f6aa4,425 Jaffle Street,Denver,CO,90325,US,2024-08-01T00:00:00
addr-b6552330-9932-4624-8855-b5b7aa13d3f4,426 Jaffle Street,Portland,OR,90326,US,2024-08-01T00:00:00
addr-7532eee7-0f38-4249-9459-e40b83d75db2,427 Jaffle Street,Seattle,WA,90327,US,2024-08-01T00:00:00
addr-9455079c-4344-4995-939d-8184d7eb02e7,428 Jaffle Street,Austin,TX,90328,US,2024-08-01T00:00:00
addr-8beae791-1455-41dd-a451-67f75ee83ea7,429 Jaffle Street,Denver,CO,90329,US,2024-08-01T00:00:00
addr-cb969dd8-a609-4b10-b213-d1011a90ef2b,430 Jaffle Street,Portland,OR,90330,US,2024-08-01T00:00:00
addr-771f8441-b432-4b8a-8f8c-8890904c8a52,431 Jaffle Street,Seattle,WA,90331,US,2024-08-01T00:00:00
addr-5350fafc-45eb-4871-a195-d1cc090f9d9c,432 Jaffle Street,Austin,TX,90332,US,2024-08-01T00:00:00
addr-d88e53e9-6885-44c1-a0ce-e8ea44f2dcfc,433 Jaffle Street,Denver,CO,90333,US,2024-08-01T00:00:00
addr-8a77ab59-ae1e-4b71-ab66-66bda4615cfd,434 Jaffle Street,Portland,OR,90334,US,2024-08-01T00:00:00
addr-117583ee-3cd8-4690-89c9-d804aedc86a8,435 Jaffle Street,Seattle,WA,90335,US,2024-08-01T00:00:00
addr-0d0eb3cb-f3ad-4673-8ef1-3b4600242421,436 Jaffle Street,Austin,TX,90336,US,2024-08-01T00:00:00
addr-bea5ef1d-43b9-4df5-b3d1-436f675ec066,437 Jaffle Street,Denver,CO,90337,US,2024-08-01T00:00:00
addr-96e4788e-210c-4cc9-97f7-b6b855134e0b,438 Jaffle Street,Portland,OR,90338,US,2024-08-01T00:00:00
addr-40da201b-b0f6-453a-97ca-b9d61306ad15,439 Jaffle Street,Seattle,WA,90339,US,2024-08-01T00:00:00
addr-285bfea1-4dec-4f9d-a9f6-3b3cb20fdde9,440 Jaffle Street,Austin,TX,90340,US,2024-08-01T00:00:00
addr-a5f46489-06cf-45af-9efd-dbd27067716c,441 Jaffle Street,Denver,CO,90341,US,2024-08-01T00:00:00
addr-4ecae9d3-e8de-48eb-baf6-e76c81c58c66,442 Jaffle Street,Portland,OR,90342,US,2024-08-01T00:00:00
addr-a98f640e-492a-445a-8a0d-7d444e98f1a9,443 Jaffle Street,Seattle,WA,90343,US,2024-08-01T00:00:00
addr-e50d93de-3e78-4f09-8406-df4f27f26c8f,444 Jaffle Street,Austin,TX,90344,US,2024-08-01T00:00:00
addr-10d7cb3c-5a86-4eae-9da6-611ddf67fdd8,445 Jaffle Street,Denver,CO,90345,US,2024-08-01T00:00:00
addr-c6abaffa-11df-4987-9806-71dced92f534,446 Jaffle Street,Portland,OR,90346,US,2024-08-01T00:00:00
addr-fe1ef2c8-17e9-4560-bca8-d42ce43d899f,447 Jaffle Street,Seattle,WA,90347,US,2024-08-01T00:00:00
addr-71ed3bfb-d094-47b4-bd02-9589f31e4c1d,448 Jaffle Street,Austin,TX,90348,US,2024-08-01T00:00:00
addr-3e28e5b6-fe21-474e-b5bc-95ac85c187ad,449 Jaffle Street,Denver,CO,90349,US,2024-08-01T00:00:00
addr-0a34659d-f0b2-4bdb-bf92-759aea838e90,450 Jaffle Street,Portland,OR,90350,US,2024-08-01T00:00:00
addr-b0581066-18c7-4fcf-8fa6-a671cb141ca5,451 Jaffle Street,Seattle,WA,90351,US,2024-08-01T00:00:00
addr-e0df02ff-f788-4191-9881-df0d6c775206,452 Jaffle Street,Austin,TX,90352,US,2024-08-01T00:00:00
addr-e8da2040-0489-4880-a881-ef127727f204,453 Jaffle Street,Denver,CO,90353,US,2024-08-01T00:00:00
addr-c50959f1-d990-44ff-837f-4062c769ae54,454 Jaffle Street,Portland,OR,90354,US,2024-08-01T00:00:00
addr-b01b46fd-8f75-4db5-806d-c5c5980008c4,455 Jaffle Street,Seattle,WA,90355,US,2024-08-01T00:00:00
addr-53ed5bac-fa7d-4b1d-a73c-6c2b9845c1d1,456 Jaffle Street,Austin,TX,90356,US,2024-08-01T00:00:00
addr-89c10b53-36ee-4f1c-8430-7090dbf04a44,457 Jaffle Street,Denver,CO,90357,US,2024-08-01T00:00:00
addr-8fd99d74-d73b-4014-a8fa-a37b39befe36,458 Jaffle Street,Portland,OR,90358,US,2024-08-01T00:00:00
addr-fa2a460e-af12-4197-b38d-d2822d96e879,459 Jaffle Street,Seattle,WA,90359,US,2024-08-01T00:00:00
addr-4a81b4c3-9e04-4757-a7c6-3191447eadc3,460 Jaffle Street,Austin,TX,90360,US,2024-08-01T00:00:00
addr-9adbebb4-c5dd-473e-b0ca-c36f10577392,461 Jaffle Street,Denver,CO,90361,US,2024-08-01T00:00:00
addr-d64805ac-2294-4438-af7d-1f1483e8fd7b,462 Jaffle Street,Portland,OR,90362,US,2024-08-01T00:00:00
addr-18e7baeb-a66e-4a7d-882d-355810698bc3,463 Jaffle Street,Seattle,WA,90363,US,2024-08-01T00:00:00
addr-ec4bebdf-042b-4c0a-9846-f86a1a9685e9,464 Jaffle Street,Austin,TX,90364,US,2024-08-01T00:00:00
addr-e5873f83-602d-4424-9c5e-184c56c9d4ba,465 Jaffle Street,Denver,CO,90365,US,2024-08-01T00:00:00
addr-5bf14829-99bd-4d3c-b504-edd1e45593a0,466 Jaffle Street,Portland,OR,90366,US,2024-08-01T00:00:00
addr-a3c5ffdb-8383-4846-a0c1-c9bf88ba6832,467 Jaffle Street,Seattle,WA,90367,US,2024-08-01T00:00:00
addr-c502b1f4-b287-444d-b643-953150ebee0d,468 Jaffle Street,Austin,TX,90368,US,2024-08-01T00:00:00
addr-a2388294-855e-4447-a3d5-b3649380d30e,469 Jaffle Street,Denver,CO,90369,US,2024-08-01T00:00:00
addr-e9415456-41d5-4caa-84d2-e8a6d49cb1ae,470 Jaffle Street,Portland,OR,90370,US,2024-08-01T00:00:00
addr-416cd82a-8e13-48b3-a6e1-dadbf5a29d2d,471 Jaffle Street,Seattle,WA,90371,US,2024-08-01T00:00:00
addr-f9c2b37f-2e88-4008-a277-99f35c4760bf,472 Jaffle Street,Austin,TX,90372,US,2024-08-01T00:00:00
addr-3207b0f3-9af4-4ba4-acb1-6ba8ea25f52e,473 Jaffle Street,Denver,CO,90373,US,2024-08-01T00:00:00
addr-425be648-8195-4636-880e-d86e4cd8e38f,474 Jaffle Street,Portland,OR,90374,US,2024-08-01T00:00:00
addr-4ba45839-9bf9-4071-b1ca-52719a49c9fa,475 Jaffle Street,Seattle,WA,90375,US,2024-08-01T00:00:00
addr-80968676-93cd-4bf5-a9f9-595055ff800a,476 Jaffle Street,Austin,TX,90376,US,2024-08-01T00:00:00
addr-3b0faafa-80d0-490d-bdd0-fe1f13d22058,477 Jaffle Street,Denver,CO,90377,US,2024-08-01T00:00:00
addr-c052cca8-a71b-4e49-b713-c012bcfce146,478 Jaffle Street,Portland,OR,90378,US,2024-08-01T00:00:00
addr-b08f3b44-9c9f-407f-a89d-961068f5f58c,479 Jaffle Street,Seattle,WA,90379,US,2024-08-01T00:00:00
addr-aa0533fd-252b-49cb-8070-77b5c88b04ee,480 Jaffle Street,Austin,TX,90380,US,2024-08-01T00:00:00
addr-863114b5-ba0b-4849-bbc4-d76d59fd0215,481 Jaffle Street,Denver,CO,90381,US,2024-08-01T00:00:00
addr-4b14013f-d7e7-44b8-a287-329bf6e298c3,482 Jaffle Street,Portland,OR,90382,US,2024-08-01T00:00:00
addr-b30877a4-5c8f-4cdb-94ea-3569b516061a,483 Jaffle Street,Seattle,WA,90383,US,2024-08-01T00:00:00
addr-355d89d9-bf5a-41df-9382-a5e57cbbbec4,484 Jaffle Street,Austin,TX,90384,US,2024-08-01T00:00:00
addr-8fe1e8f7-9891-4978-ae6c-34234f35c728,485 Jaffle Street,Denver,CO,90385,US,2024-08-01T00:00:00
addr-53352c2c-02b9-41af-b276-94d6d22379fe,486 Jaffle Street,Portland,OR,90386,US,2024-08-01T00:00:00
addr-019bbbbd-bb75-49d2-8d74-d1c01012bd21,487 Jaffle Street,Seattle,WA,90387,US,2024-08-01T00:00:00
addr-d45ce04e-1258-4744-ab7d-af982c28565d,488 Jaffle Street,Austin,TX,90388,US,2024-08-01T00:00:00
addr-7755a749-3460-4f0c-a33c-428dccd20885,489 Jaffle Street,Denver,CO,90389,US,2024-08-01T00:00:00
addr-0f708081-5838-40db-84a9-ca8b6845336f,490 Jaffle Street,Portland,OR,90390,US,2024-08-01T00:00:00
addr-ce69d742-4723-467f-9e5d-262fff84a6a6,491 Jaffle Street,Seattle,WA,90391,US,2024-08-01T00:00:00
addr-913a8985-53b2-4a69-b2a2-3e44370275d4,492 Jaffle Street,Austin,TX,90392,US,2024-08-01T00:00:00
addr-cc6e430a-d0ba-4c08-8809-84cbb2347a9f,493 Jaffle Street,Denver,CO,90393,US,2024-08-01T00:00:00
addr-5f2b73d5-f495-401c-82ee-47cf4886bfa2,494 Jaffle Street,Portland,OR,90394,US,2024-08-01T00:00:00
addr-e7e3f8e8-5e9a-4cea-90ea-8ba71ec98685,495 Jaffle Street,Seattle,WA,90395,US,2024-08-01T00:00:00
addr-7902cccb-bb75-45ac-92b3-688e65d231bb,496 Jaffle Street,Austin,TX,90396,US,2024-08-01T00:00:00
addr-b81636bb-71f3-4ace-8eb7-628abe1eac07,497 Jaffle Street,Denver,CO,90397,US,2024-08-01T00:00:00
addr-b66b0e13-b74e-40e7-b3e7-1583f2f08a9b,498 Jaffle Street,Portland,OR,90398,US,2024-08-01T00:00:00
addr-b65fff66-1997-4dd8-bc91-1349a415e4a0,499 Jaffle Street,Seattle,WA,90399,US,2024-08-01T00:00:00
addr-05e61dfb-4365-41c3-8f86-f9b259998765,500 Jaffle Street,Austin,TX,90400,US,2024-08-01T00:00:00
addr-31006b42-8446-43cf-bd23-af4d84ca2c85,501 Jaffle Street,Denver,CO,90401,US,2024-08-01T00:00:00
addr-8f06b288-f9eb-454f-adef-47f12b7572d7,502 Jaffle Street,Portland,OR,90402,US,2024-08-01T00:00:00
addr-d18e4429-67b8-4ac0-8d74-6c1d026d15a7,503 Jaffle Street,Seattle,WA,90403,US,2024-08-01T00:00:00
addr-83864095-dda9-4a16-ab3a-ba6429fa3dbd,504 Jaffle Street,Austin,TX,90404,US,2024-08-01T00:00:00
addr-45ed3c5a-3c94-463b-91d2-73d3333fe5fc,505 Jaffle Street,Denver,CO,90405,US,2024-08-01T00:00:00
addr-68f7b3c8-c205-42bc-bb75-a97603ceab5f,506 Jaffle Street,Portland,OR,90406,US,2024-08-01T00:00:00
addr-5a62f2b9-646a-4b84-b570-661ca33a139f,507 Jaffle Street,Seattle,WA,90407,US,2024-08-01T00:00:00
addr-89c8f0cc-3bd3-4bf1-9560-ae8aad1315ce,508 Jaffle Street,Austin,TX,90408,US,2024-08-01T00:00:00
addr-8e5c2f29-44ce-4f60-b818-8b728f60b79b,509 Jaffle Street,Denver,CO,90409,US,2024-08-01T00:00:00
addr-fd9f1577-416e-472f-aad7-7bd5c56293f5,510 Jaffle Street,Portland,OR,90410,US,2024-08-01T00:00:00
addr-f459a5e8-b280-49fd-904a-3cd3746f4f16,511 Jaffle Street,Seattle,WA,90411,US,2024-08-01T00:00:00
addr-9813cce1-ec92-4b06-b6e3-ed8a73e34436,512 Jaffle Street,Austin,TX,90412,US,2024-08-01T00:00:00
addr-4d9a6ab4-f181-4f8c-9beb-e4cd9774b5d7,513 Jaffle Street,Denver,CO,90413,US,2024-08-01T00:00:00
addr-d6914b8f-0d72-4044-a61b-055adb02f005,514 Jaffle Street,Portland,OR,90414,US,2024-08-01T00:00:00
addr-c9750567-c933-4797-9313-ec159ddcb6d2,515 Jaffle Street,Seattle,WA,90415,US,2024-08-01T00:00:00
addr-4232e434-92ef-4ff9-a069-d1e5312ebda2,516 Jaffle Street,Austin,TX,90416,US,2024-08-01T00:00:00
addr-06a161e4-302f-4ae9-b96b-2734ad33f946,517 Jaffle Street,Denver,CO,90417,US,2024-08-01T00:00:00
addr-bf060a41-af0e-4932-b757-4f010ccf07f1,518 Jaffle Street,Portland,OR,90418,US,2024-08-01T00:00:00
addr-270b35bf-74ca-4601-91d8-16fe5196ca5a,519 Jaffle Street,Seattle,WA,90419,US,2024-08-01T00:00:00
addr-0488eb84-da07-441d-ba11-055850946457,520 Jaffle Street,Austin,TX,90420,US,2024-08-01T00:00:00
addr-28c1b6d1-da1f-4187-98af-4e43f096b00d,521 Jaffle Street,Denver,CO,90421,US,2024-08-01T00:00:00
addr-e52a8700-3ab9-4c47-8a16-e799e997a931,522 Jaffle Street,Portland,OR,90422,US,2024-08-01T00:00:00
addr-ba2bf5e1-4b63-4bb3-b83a-f10438f84258,523 Jaffle Street,Seattle,WA,90423,US,2024-08-01T00:00:00
addr-2f771a5a-3d76-48e3-985b-b7e91e092c46,524 Jaffle Street,Austin,TX,90424,US,2024-08-01T00:00:00
addr-c108b321-1696-4fbd-8457-87fd61ca65d8,525 Jaffle Street,Denver,CO,90425,US,2024-08-01T00:00:00
addr-49c4bc11-2495-438d-9b87-3c395574433f,526 Jaffle Street,Portland,OR,90426,US,2024-08-01T00:00:00
addr-1bc088f8-fdf1-442f-9491-1287abc066d3,527 Jaffle Street,Seattle,WA,90427,US,2024-08-01T00:00:00
